undirected weighted
7875 1518 9416
7875 650 11162
7875 3961 12321
7875 1236 7894
7876 1804 16300
7876 9434 12314
7876 4874 12832
7876 2890 5360
7877 3601 6545
7877 8353 8226
7877 5651 6279
7877 801 13341
7878 160 9089
7878 7758 8016
7878 2909 3548
7878 5914 6831
7879 5400 9862
7879 7705 17759
7879 9102 15411
7879 9227 2450
7880 178 13946
7880 9966 12821
7880 9221 5022
7880 1805 9785
7881 5906 15159
7881 2558 4827
7881 3505 6253
7881 1207 13642
7882 6979 9122
7882 5112 14038
7882 8145 10911
7882 2768 11636
7883 3146 2715
7883 3766 13213
7883 6058 17134
7883 3519 10542
7884 786 9067
7884 6695 15527
7884 7274 18355
7884 3258 8235
7885 5144 19094
7885 2769 20542
7885 2229 14244
7885 1942 14812
7886 3182 10244
7886 8605 13463
7886 7309 6703
7886 8983 5603
7887 8119 12076
7887 7181 8629
7887 4345 5149
7887 6984 2608
7888 3144 21309
7888 8710 22083
7888 5896 17099
7888 7976 16544
7889 2213 14373
7889 4054 3365
7889 9010 14164
7889 6098 11683
7890 8969 8287
7890 6592 6364
7890 6673 4385
7890 9085 3198
7891 8139 17218
7891 562 1905
7891 8387 17076
7891 257 11608
7892 4063 8182
7892 2144 9128
7892 5346 1705
7892 3481 3681
7893 8268 13199
7893 9026 11169
7893 9022 9724
7893 3411 8350
7894 6761 16879
7894 9927 5807
7894 1351 13694
7894 9657 3291
7895 1880 12383
7895 9828 8985
7895 9310 3283
7895 6465 5138
7896 1703 7495
7896 1639 19864
7896 2810 20073
7896 6649 14880
7897 4189 7764
7897 9744 13883
7897 3675 15489
7897 6810 8418
7898 479 7780
7898 1155 15787
7898 8563 12190
7898 9893 13555
7899 6395 12095
7899 5393 10819
7899 4789 7090
7899 7643 8934
7900 9608 11728
7900 6567 6888
7900 3619 8206
7900 8828 14197
7901 4050 13130
7901 5605 25630
7901 9090 6226
7901 974 13059
7902 7739 12985
7902 4821 12035
7902 7016 9820
7902 2275 17059
7903 5663 14385
7903 4396 11890
7903 7317 12623
7903 2969 10612
7904 3732 16580
7904 3434 9335
7904 6891 18610
7904 6770 18552
7905 635 13444
7905 860 7171
7905 2426 7561
7905 9463 14557
7906 9422 16581
7906 7303 14420
7906 1558 12094
7906 4369 13995
7907 1099 10596
7907 6224 5091
7907 4534 16408
7907 9813 7990
7908 3066 11224
7908 3708 10042
7908 2719 3891
7908 5358 14394
7909 4883 21855
7909 5810 4273
7909 9170 14546
7909 6957 7754
7910 8752 9149
7910 6099 7531
7910 5093 11904
7910 1815 9047
7911 2319 8775
7911 2784 10171
7911 4972 12812
7911 3490 13313
7912 2020 13334
7912 5440 4499
7912 1166 8275
7912 533 12715
7913 3065 7805
7913 8716 17938
7913 3023 11590
7913 326 5328
7914 7969 13803
7914 8008 13501
7914 2744 10919
7914 9666 10948
7915 649 14658
7915 3181 6331
7915 9326 17645
7915 6904 4775
7916 302 4199
7916 7253 8146
7916 2856 7356
7916 1689 6262
7917 3913 5003
7917 5087 8458
7917 6020 2046
7917 535 5426
7918 3586 5213
7918 7930 2752
7918 1703 5578
7918 6641 2768
7919 1128 3071
7919 853 7459
7919 5441 8253
7919 2115 4747
7920 2639 18509
7920 773 9370
7920 5236 20129
7920 1244 19245
7921 7307 8543
7921 6318 10266
7921 5920 5331
7921 5034 8413
7922 6668 10104
7922 4971 4232
7922 5911 4788
7922 5355 6890
7923 5905 16932
7923 1642 13611
7923 5554 6323
7923 4899 16253
7924 4441 4397
7924 5290 15781
7924 9747 6972
7924 3704 979
7925 8971 8852
7925 6716 5375
7925 9429 11104
7925 4035 7710
7926 6644 8771
7926 8779 6092
7926 7641 11043
7926 1376 11784
7927 9735 15786
7927 5203 8255
7927 8238 13764
7927 1260 8438
7928 5535 5187
7928 5364 2786
7928 2570 4592
7928 472 21008
7929 7537 5929
7929 8945 11010
7929 9444 10560
7929 1550 13385
7930 5952 8054
7930 6096 13081
7930 1855 9925
7930 66 13352
7931 6975 10560
7931 3339 14191
7931 8372 10408
7931 6845 14225
7932 7650 16383
7932 2808 18706
7932 6415 1058
7932 1234 8597
7933 8712 627
7933 6668 13276
7933 5958 11356
7933 5236 8728
7934 2495 12694
7934 1994 7320
7934 437 10586
7934 513 5653
7935 2665 9196
7935 2616 2490
7935 3587 17007
7935 9330 4779
7936 6330 9757
7936 8399 18664
7936 7041 6574
7936 8918 16074
7937 7813 17439
7937 6767 12206
7937 1002 9201
7937 1761 7590
7938 2227 5411
7938 7259 4552
7938 9334 2740
7938 6870 7091
7939 9461 4223
7939 8281 15472
7939 8479 19919
7939 6530 8507
7940 521 13618
7940 2627 16537
7940 3483 17239
7940 4265 5608
7941 9581 4621
7941 9110 13097
7941 513 4343
7941 867 9769
7942 9627 5254
7942 136 10731
7942 9083 6060
7942 5689 3338
7943 2863 11679
7943 4789 12519
7943 1074 12656
7943 8189 9688
7944 4557 14711
7944 1620 18697
7944 265 14963
7944 6744 11970
7945 5604 15113
7945 6885 17572
7945 6967 7481
7945 8326 13556
7946 4104 12480
7946 6644 5797
7946 714 5930
7946 7367 14761
7947 8819 14564
7947 6010 12075
7947 8381 3691
7947 3578 15195
7948 6192 6199
7948 7593 12919
7948 433 5789
7948 6430 15019
7949 499 2508
7949 8573 12418
7949 4502 11127
7949 3586 11221
7950 9591 15164
7950 8749 1233
7950 2456 7523
7950 1743 17219
7951 3787 12355
7951 3044 9947
7951 9375 10803
7951 9824 12310
7952 9944 9546
7952 652 16053
7952 371 17093
7952 1739 4497
7953 8310 3033
7953 8637 14752
7953 3746 15698
7953 5676 19610
7954 9714 6091
7954 5089 14009
7954 269 9259
7954 6338 4331
7955 6426 16947
7955 5762 11868
7955 2371 4300
7955 94 14131
7956 6355 19852
7956 2805 17333
7956 9717 8942
7956 406 15737
7957 7593 5248
7957 7442 9545
7957 7219 13916
7957 1617 19015
7958 6079 15096
7958 2530 11263
7958 621 4906
7958 3837 12817
7959 2659 15443
7959 4069 17497
7959 5453 21387
7959 8882 14459
7960 8809 5946
7960 981 3973
7960 1936 6155
7960 6746 14443
7961 3836 11819
7961 9 9880
7961 3545 8810
7961 7926 9178
7962 5894 10275
7962 9917 13449
7962 9949 2759
7962 7591 9451
7963 5645 11020
7963 398 7577
7963 712 4172
7963 4698 6355
7964 3870 806
7964 4193 15544
7964 3010 5879
7964 1108 13642
7965 7425 3739
7965 4774 15534
7965 7326 2909
7965 4800 10350
7966 6143 15792
7966 2421 5036
7966 5255 14302
7966 5635 13055
7967 1170 11049
7967 393 10353
7967 7812 5508
7967 5745 7090
7968 7970 10500
7968 2018 6994
7968 9262 9008
7968 9201 2636
7969 1550 19223
7969 8647 4620
7969 7641 12546
7969 3805 17527
7970 9178 12388
7970 6698 17286
7970 4749 14029
7970 1053 14197
7971 7977 12107
7971 2901 10195
7971 3080 14755
7971 310 8788
7972 8954 8933
7972 3259 16641
7972 6186 11222
7972 4078 9730
7973 4074 2664
7973 7408 20123
7973 9906 13525
7973 5541 7255
7974 7399 16465
7974 9081 8427
7974 7474 6103
7974 7113 11238
7975 3195 1987
7975 9794 2587
7975 667 7556
7975 3492 5294
7976 3066 7139
7976 490 12774
7976 7715 19096
7976 6086 14918
7977 3142 12583
7977 3304 15520
7977 5615 18740
7977 9938 3293
7978 1 9982
7978 3478 8515
7978 2326 5162
7978 27 3901
7979 8210 6070
7979 733 11218
7979 3102 5460
7979 44 9492
7980 3252 2811
7980 2268 8341
7980 2818 15729
7980 5450 14693
7981 4609 951
7981 513 8378
7981 3978 4933
7981 4248 7480
7982 2263 11197
7982 2564 13074
7982 7380 18231
7982 278 9352
7983 2574 7994
7983 5999 5069
7983 8779 6185
7983 1167 7240
7984 6393 17445
7984 7380 12294
7984 7595 13133
7984 7170 9935
7985 6420 19795
7985 3056 13402
7985 8295 15453
7985 2367 19854
7986 9069 4588
7986 1506 4230
7986 8558 10438
7986 3645 8738
7987 4058 2386
7987 6264 15274
7987 7092 5100
7987 3684 12943
7988 8776 9276
7988 9662 10110
7988 3847 13064
7988 1501 2072
7989 4789 6017
7989 4 16734
7989 1062 9087
7989 7443 3725
7990 3525 21205
7990 1561 3690
7990 5868 16119
7990 6848 9441
7991 4185 12608
7991 933 6212
7991 4609 8365
7991 1917 12359
7992 2356 6828
7992 598 2380
7992 7878 7441
7992 5949 5712
7993 8789 9686
7993 6441 6116
7993 2879 13103
7993 8370 2972
7994 4596 19489
7994 3856 15592
7994 3378 11501
7994 8270 12045
7995 4241 14066
7995 7333 2731
7995 8718 10900
7995 5615 9469
7996 9398 16280
7996 8766 17471
7996 7482 9604
7996 7838 11440
7997 3464 10120
7997 9917 21015
7997 7271 12926
7997 7478 15843
7998 2960 4439
7998 625 18596
7998 804 9731
7998 9482 14022
7999 4714 7783
7999 5556 12149
7999 7795 13104
7999 3589 20484
8000 3158 12071
8000 7553 18517
8000 4511 13767
8000 7425 9172
8001 9142 9224
8001 6401 18356
8001 9773 11440
8001 4114 9998
8002 6472 11637
8002 3384 7252
8002 4922 12030
8002 5671 13333
8003 3672 3616
8003 437 9571
8003 2494 17025
8003 7808 7031
8004 8684 7794
8004 4392 15665
8004 1683 7863
8004 6481 2417
8005 9336 3576
8005 3820 18933
8005 1991 6739
8005 510 14475
8006 4373 17555
8006 1785 5814
8006 2041 3269
8006 7063 14086
8007 8355 10901
8007 9068 15303
8007 2879 17132
8007 3240 11864
8008 3698 14737
8008 6296 4481
8008 992 2886
8008 8551 575
8009 9573 9890
8009 5313 19619
8009 3626 6406
8009 2757 17547
8010 9084 6997
8010 275 5917
8010 4473 7973
8010 5842 16961
8011 4236 18778
8011 7549 15023
8011 1572 1981
8011 5804 3989
8012 2368 11905
8012 1305 3095
8012 1354 5459
8012 940 4468
8013 6051 16940
8013 5979 14312
8013 8739 7375
8013 7773 15908
8014 5963 9516
8014 4145 10540
8014 2398 18335
8014 8606 12344
8015 4022 17986
8015 6366 3960
8015 209 11817
8015 949 13077
8016 6610 1421
8016 4899 3098
8016 7641 11242
8016 4446 2643
8017 5252 16861
8017 2594 17930
8017 428 17308
8017 7090 12385
8018 5950 5890
8018 3500 9426
8018 1847 2233
8018 2286 7227
8019 8990 13149
8019 1752 4891
8019 7819 13026
8019 2266 4717
8020 9345 5647
8020 1768 5421
8020 6840 7862
8020 5887 6664
8021 2981 1560
8021 8594 9299
8021 3961 17870
8021 4280 23059
8022 5737 10411
8022 34 5896
8022 9299 3340
8022 1837 9765
8023 4817 18445
8023 9021 20820
8023 8000 12388
8023 8604 6722
8024 3720 11103
8024 5615 7344
8024 6486 2521
8024 5422 7219
8025 2623 12392
8025 8648 13922
8025 2369 16713
8025 965 16240
8026 9573 14442
8026 7737 23024
8026 5199 16079
8026 4579 20005
8027 1267 5912
8027 9375 8581
8027 3456 7606
8027 9815 5303
8028 9939 8180
8028 5757 13172
8028 9019 8732
8028 349 13824
8029 6533 9643
8029 593 11871
8029 9020 16880
8029 4452 2465
8030 2392 9909
8030 6158 7854
8030 7658 7630
8030 3153 9403
8031 9484 6288
8031 4479 4146
8031 1187 12949
8031 7476 7864
8032 8067 7147
8032 9658 9619
8032 6765 15776
8032 8823 15075
8033 5921 15168
8033 9803 9717
8033 7621 10990
8033 3256 8878
8034 3955 4308
8034 7467 16680
8034 6405 10879
8034 7223 13524
8035 6387 10321
8035 3854 11013
8035 3045 12070
8035 1261 9337
8036 8630 9795
8036 6977 13200
8036 4807 12889
8036 8134 3838
8037 8814 6810
8037 9798 5733
8037 9264 8593
8037 9146 9035
8038 5603 4154
8038 5253 8198
8038 9223 3184
8038 7141 14598
8039 7121 11644
8039 2225 2249
8039 7792 16871
8039 2849 9696
8040 50 10464
8040 7806 11508
8040 4776 7013
8040 3021 1711
8041 3871 5871
8041 988 5040
8041 6104 8955
8041 9393 11781
8042 4568 9182
8042 9121 1940
8042 2339 9020
8042 1389 12450
8043 356 356
8043 3702 8376
8043 5842 8205
8043 9907 8046
8044 5597 4918
8044 68 1305
8044 7275 2277
8044 1562 6687
8045 2369 12639
8045 7777 10042
8045 3703 4469
8045 5388 5631
8046 4028 16205
8046 3855 8354
8046 738 23468
8046 8432 17897
8047 9552 3615
8047 5216 15458
8047 1572 14660
8047 1490 8161
8048 7995 19055
8048 2203 17024
8048 3315 18701
8048 7871 18165
8049 9166 10372
8049 4127 5820
8049 6074 10931
8049 8605 10350
8050 3597 14396
8050 5171 11435
8050 7134 14462
8050 3996 1985
8051 8317 11712
8051 3823 8648
8051 5518 15413
8051 7557 8539
8052 5807 10759
8052 9673 13884
8052 7240 14816
8052 2002 18434
8053 484 8001
8053 8177 9766
8053 8167 9285
8053 1071 5116
8054 7695 11525
8054 7012 7029
8054 3248 14021
8054 4995 9225
8055 421 9566
8055 3938 17502
8055 4761 17283
8055 8298 16879
8056 3122 16330
8056 4964 11415
8056 4545 4749
8056 1563 12916
8057 1081 10634
8057 376 15249
8057 5587 13154
8057 4241 10667
8058 23 17212
8058 7111 17194
8058 166 12767
8058 2332 10704
8059 333 7433
8059 3496 10068
8059 3352 7896
8059 2848 9629
8060 6295 2463
8060 5680 15935
8060 3139 16607
8060 4372 12681
8061 7578 6652
8061 940 662
8061 5993 6972
8061 793 3300
8062 621 10364
8062 6411 11798
8062 3486 13069
8062 3121 6056
8063 1810 13943
8063 8248 18403
8063 5268 8383
8063 5312 21217
8064 6397 10078
8064 6099 14930
8064 8553 9054
8064 3449 20598
8065 8760 8173
8065 2425 18052
8065 4474 17064
8065 9008 21501
8066 4620 8826
8066 5973 8757
8066 5594 2352
8066 8161 12756
8067 6150 8294
8067 2579 14036
8067 9702 7943
8067 4050 14469
8068 466 5494
8068 6834 17933
8068 6722 23206
8068 7378 3400
8069 4129 11680
8069 3969 12974
8069 5726 9341
8069 2327 1943
8070 1405 14123
8070 9326 16237
8070 6409 15575
8070 2923 17673
8071 6072 9904
8071 7255 8344
8071 5824 12644
8071 3711 10080
8072 6824 9898
8072 2909 1928
8072 4024 13824
8072 7496 11388
8073 3922 6673
8073 6929 5336
8073 7928 12531
8073 4562 18755
8074 5350 12431
8074 9739 7451
8074 7001 8951
8074 4466 9637
8075 1707 18175
8075 5489 12030
8075 6883 12400
8075 7274 5826
8076 4101 11423
8076 4558 9454
8076 1142 13247
8076 9568 7405
8077 9396 14354
8077 2958 11104
8077 8032 14489
8077 2705 12469
8078 5711 6808
8078 8371 11974
8078 7739 6728
8078 7010 2042
8079 5672 7061
8079 7045 4263
8079 9071 5953
8079 2339 6670
8080 3391 20775
8080 9311 17072
8080 5055 10289
8080 3351 25006
8081 6813 13213
8081 766 7599
8081 4160 5927
8081 5589 6687
8082 9001 10893
8082 5582 16656
8082 9229 3715
8082 423 2928
8083 3813 7035
8083 5768 11629
8083 6316 3865
8083 343 10776
8084 147 12931
8084 3848 15119
8084 1743 4433
8084 7603 13863
8085 9405 9458
8085 7367 10561
8085 934 2524
8085 9383 16549
8086 6480 930
8086 4666 3373
8086 7252 13330
8086 1894 8316
8087 2700 2146
8087 6504 14525
8087 5154 7617
8087 3330 5813
8088 7597 6203
8088 4103 8815
8088 5036 17691
8088 9977 15423
8089 1026 14179
8089 6291 12808
8089 1479 17848
8089 1571 14333
8090 7300 10792
8090 7516 7936
8090 3647 7958
8090 3410 3949
8091 8144 4711
8091 860 875
8091 8002 15034
8091 6026 9867
8092 5382 21096
8092 3335 18036
8092 6712 3104
8092 839 11277
8093 8906 16706
8093 4816 3333
8093 1841 10612
8093 2816 14766
8094 4940 13524
8094 4479 13303
8094 9396 3708
8094 3885 12101
8095 6992 2215
8095 8622 14856
8095 7550 4994
8095 1352 15243
8096 1845 19311
8096 960 17624
8096 5201 5877
8096 4761 16554
8097 4062 5333
8097 7516 9876
8097 9031 3599
8097 5922 6139
8098 8875 5609
8098 8563 7992
8098 3771 5263
8098 3443 10366
8099 8352 7717
8099 3231 3184
8099 179 8635
8099 7060 5599
8100 5123 1496
8100 2038 1716
8100 3990 10051
8100 1051 14227
8101 9932 17166
8101 3483 12946
8101 4421 19124
8101 1846 5001
8102 3395 10328
8102 5613 8525
8102 7081 12817
8102 9574 2879
8103 9005 11345
8103 6326 14169
8103 9136 11461
8103 2045 7151
8104 1175 13073
8104 4848 12181
8104 1006 9047
8104 6089 13732
8105 992 15173
8105 1606 14280
8105 7604 3452
8105 8854 11804
8106 465 10978
8106 712 6204
8106 5303 8867
8106 5459 14154
8107 3453 5782
8107 3026 14391
8107 6731 15928
8107 4811 12897
8108 2573 8162
8108 9774 18020
8108 6623 17980
8108 457 12793
8109 1565 12903
8109 3184 16303
8109 6838 16157
8109 3210 12424
8110 7750 8887
8110 2856 13472
8110 20 18817
8110 4999 2495
8111 2101 12751
8111 5734 9988
8111 5185 13690
8111 6999 17668
8112 7980 9399
8112 5361 11164
8112 6377 6766
8112 4449 8704
8113 8419 3405
8113 8406 8494
8113 1600 6881
8113 2080 9225
8114 8404 2010
8114 4127 17632
8114 557 7991
8114 5478 17051
8115 9920 7849
8115 9615 11942
8115 4016 10642
8115 8257 10181
8116 8132 13019
8116 8509 8813
8116 7921 10297
8116 2528 4711
8117 2924 1477
8117 3413 16654
8117 6390 11419
8117 9330 3456
8118 4290 12379
8118 6986 2691
8118 2019 10758
8118 8882 13926
8119 9385 12444
8119 5345 1917
8119 3194 13701
8119 5765 9358
8120 6963 2701
8120 5684 7748
8120 3433 10354
8120 1881 6886
8121 612 15741
8121 3877 17951
8121 4751 16224
8121 8135 19445
8122 8860 12845
8122 9507 11154
8122 3886 4337
8122 3802 2708
8123 3665 10250
8123 9586 17681
8123 4216 16635
8123 3131 17399
8124 7480 7379
8124 8024 14748
8124 986 14951
8124 3330 15834
8125 6756 13815
8125 5376 13546
8125 9527 13183
8125 5332 13984
8126 9627 13863
8126 5696 14732
8126 2341 12429
8126 9120 9007
8127 9142 14633
8127 322 19033
8127 7619 13853
8127 7735 16786
8128 9386 15143
8128 9048 13914
8128 8328 13120
8128 7289 18997
8129 8708 4781
8129 8906 13487
8129 206 12464
8129 150 7493
8130 3954 11360
8130 4735 10948
8130 1226 5635
8130 7490 8542
8131 5327 12502
8131 1864 4964
8131 3869 7410
8131 8624 15044
8132 386 10995
8132 9002 19848
8132 5739 18469
8132 2464 4025
8133 9665 16601
8133 9280 8153
8133 241 20492
8133 7900 7336
8134 6878 8402
8134 514 7176
8134 6454 10357
8134 3916 14663
8135 1788 13461
8135 3975 5194
8135 3987 18026
8135 3077 10111
8136 8110 15852
8136 5205 1467
8136 8374 5570
8136 8583 6833
8137 9995 5193
8137 5797 7335
8137 5777 6101
8137 6540 10750
8138 3165 16225
8138 8948 23874
8138 637 12126
8138 3527 12677
8139 8807 11173
8139 4091 20697
8139 6525 11712
8139 9390 10609
8140 4567 6627
8140 9524 13115
8140 4945 8491
8140 118 14602
8141 9825 11804
8141 88 18479
8141 6756 2368
8141 1109 917
8142 639 14208
8142 5032 14773
8142 7814 14016
8142 9883 9415
8143 2037 11665
8143 9940 14602
8143 3741 16818
8143 9571 16088
8144 2962 12648
8144 4120 3718
8144 8782 8486
8144 5043 6104
8145 9967 6164
8145 3089 13242
8145 2292 8159
8145 2517 8324
8146 7273 12838
8146 3640 12276
8146 9115 11260
8146 9764 15797
8147 7995 9665
8147 3787 12905
8147 6782 8439
8147 9173 9892
8148 6233 5866
8148 4833 7404
8148 1599 5894
8148 5124 5944
8149 6083 1941
8149 7840 15376
8149 3439 15021
8149 2077 15941
8150 9196 22102
8150 889 12265
8150 9412 9911
8150 2669 13859
8151 7337 18054
8151 7504 14928
8151 4971 6720
8151 1533 1486
8152 4345 15543
8152 58 6061
8152 2518 20518
8152 560 11592
8153 2075 16566
8153 2371 15473
8153 2450 11059
8153 7149 8661
8154 756 20267
8154 9747 8807
8154 6766 13860
8154 6691 18843
8155 3486 7411
8155 4468 7595
8155 5281 4393
8155 7406 10571
8156 9186 14237
8156 1140 16592
8156 8030 11837
8156 103 15464
8157 1098 11621
8157 9813 8207
8157 8122 5480
8157 3588 2429
8158 4248 2685
8158 9237 12957
8158 3977 8954
8158 8504 17897
8159 2880 11607
8159 9283 6563
8159 6692 6368
8159 5197 4410
8160 9017 15335
8160 4310 8428
8160 205 13476
8160 7085 11459
8161 9054 2952
8161 7254 12639
8161 4135 9523
8161 5399 1162
8162 8477 20079
8162 5931 18049
8162 4845 16480
8162 4295 15538
8163 1493 16025
8163 9280 9885
8163 8367 12521
8163 5256 14279
8164 2718 15046
8164 7781 3148
8164 2683 8483
8164 7188 2266
8165 6075 8712
8165 6109 7732
8165 5315 8024
8165 2329 8368
8166 1643 4649
8166 7020 20370
8166 607 2655
8166 1297 10172
8167 1210 12129
8167 6311 16786
8167 935 16294
8167 7720 13195
8168 9126 11073
8168 9067 8455
8168 2579 21871
8168 7117 2599
8169 1128 6680
8169 7388 7445
8169 4650 8312
8169 282 20198
8170 5381 10931
8170 5505 9752
8170 102 10329
8170 6381 5855
8171 1121 12830
8171 7952 15403
8171 6533 6424
8171 3002 6163
8172 3949 8389
8172 7347 4431
8172 4277 14372
8172 2973 8226
8173 5178 20719
8173 3212 14183
8173 5632 10817
8173 8250 5170
8174 5084 6284
8174 422 11521
8174 6624 6093
8174 8555 8931
8175 1835 5162
8175 493 17657
8175 3237 3669
8175 5266 8923
8176 5539 10627
8176 1467 12533
8176 6252 11155
8176 1755 10248
8177 5880 5110
8177 4594 8090
8177 3153 10309
8177 6963 11329
8178 4070 16085
8178 1905 12671
8178 2551 13927
8178 5440 14406
8179 2959 7412
8179 1292 12060
8179 294 9754
8179 115 16611
8180 1721 11939
8180 8645 15709
8180 2179 6338
8180 3574 14667
8181 8309 8141
8181 495 11700
8181 8734 9741
8181 6854 7919
8182 7276 2674
8182 2212 14599
8182 5465 15594
8182 2393 1480
8183 8149 12573
8183 248 2928
8183 4658 13954
8183 8914 13194
8184 1287 7815
8184 9155 5647
8184 7044 8106
8184 5381 5853
8185 8694 5510
8185 4721 7252
8185 157 4670
8185 9157 6562
8186 3674 9448
8186 1432 2167
8186 5341 10904
8186 1730 3478
8187 4993 12577
8187 686 19125
8187 9270 12029
8187 7937 18076
8188 4255 7950
8188 1230 12536
8188 6193 5837
8188 9740 13230
8189 2111 12255
8189 3933 9739
8189 7844 6744
8189 8085 13353
8190 7751 8130
8190 3453 3654
8190 9716 8203
8190 626 12700
8191 8689 9565
8191 658 9852
8191 3284 14304
8191 8397 11760
8192 7606 13849
8192 4149 21849
8192 7431 9085
8192 4921 17908
8193 804 3302
8193 3137 7344
8193 4477 22874
8193 5766 14052
8194 3945 2639
8194 4278 13503
8194 9126 14027
8194 4255 11636
8195 5841 5079
8195 2751 11814
8195 6879 4978
8195 6458 11681
8196 8447 7128
8196 4405 10077
8196 2021 11200
8196 544 8844
8197 1375 4519
8197 8998 2082
8197 2412 5006
8197 8434 8172
8198 6574 10342
8198 2391 14291
8198 3469 5260
8198 6196 4631
8199 9768 8591
8199 367 15923
8199 7200 10433
8199 1677 9617
8200 4332 13594
8200 3631 15508
8200 3705 3298
8200 8879 17837
8201 7137 10142
8201 8925 10688
8201 751 9078
8201 1084 6895
8202 9454 8041
8202 4569 9545
8202 5781 8939
8202 8138 12785
8203 4639 8105
8203 1734 7319
8203 9967 12965
8203 1499 7548
8204 9476 3270
8204 3664 7167
8204 353 5829
8204 2471 10258
8205 6370 13771
8205 6728 20103
8205 3332 17593
8205 5722 18092
8206 7637 9738
8206 9122 8243
8206 9598 10821
8206 3179 16311
8207 6765 16980
8207 752 10500
8207 3680 14560
8207 9994 15206
8208 3372 19747
8208 5629 19617
8208 4023 12944
8208 4049 9745
8209 7768 2123
8209 126 16535
8209 5273 4196
8209 8717 5999
8210 540 14727
8210 3212 5817
8210 275 18963
8210 1555 17003
8211 6301 10718
8211 2450 6535
8211 7759 12425
8211 984 13493
8212 3100 15923
8212 8589 10258
8212 9950 5519
8212 5548 10917
8213 1518 5609
8213 5107 18548
8213 7374 10769
8213 3912 14186
8214 4864 9421
8214 8864 7492
8214 8753 9230
8214 1299 3235
8215 2104 10104
8215 9885 14432
8215 8210 20927
8215 8380 7394
8216 6044 6187
8216 3965 13765
8216 8665 10937
8216 4908 9178
8217 6968 9389
8217 2269 16432
8217 7515 13113
8217 1623 22597
8218 2925 13025
8218 4340 6752
8218 5463 8028
8218 7312 8285
8219 7990 8840
8219 9067 3362
8219 7469 10481
8219 4643 9330
8220 894 3640
8220 7718 6772
8220 3810 16742
8220 6114 9523
8221 4020 10468
8221 5825 3766
8221 5101 13454
8221 8128 14838
8222 3996 7291
8222 8819 12047
8222 7714 6635
8222 258 9692
8223 8142 12217
8223 193 9919
8223 2523 12425
8223 4286 8146
8224 3940 14602
8224 231 6869
8224 6374 18077
8224 4981 16666
8225 8392 1555
8225 3094 6110
8225 7063 12105
8225 21 3297
8226 933 14642
8226 3724 11577
8226 2171 17080
8226 2472 15028
8227 2128 6399
8227 1830 7843
8227 1328 17417
8227 51 16015
8228 5855 5342
8228 3518 19550
8228 709 9798
8228 2955 7327
8229 1280 2845
8229 7243 4129
8229 3666 8963
8229 6708 4365
8230 2399 2733
8230 2146 13470
8230 7498 11177
8230 5185 15334
8231 3973 9231
8231 6313 13502
8231 4420 7637
8231 7807 8296
8232 2598 4985
8232 4727 4882
8232 7773 21706
8232 6520 17713
8233 493 12206
8233 1566 4282
8233 5667 15736
8233 4319 15790
8234 9400 2535
8234 9222 16217
8234 89 17298
8234 7314 5307
8235 7277 4024
8235 1884 5057
8235 3653 4554
8235 7256 14988
8236 2401 17166
8236 3780 4170
8236 9544 15072
8236 1683 17590
8237 5255 13682
8237 3071 7235
8237 5230 20587
8237 7599 8366
8238 468 10489
8238 6514 11264
8238 4085 16437
8238 2064 12725
8239 7283 8481
8239 8014 16075
8239 14 11422
8239 2765 6979
8240 7211 16780
8240 8674 20123
8240 7026 17295
8240 6291 8222
8241 8412 4649
8241 371 7085
8241 5183 2993
8241 7418 8747
8242 673 19818
8242 4362 16334
8242 3929 16582
8242 8487 8705
8243 5536 18945
8243 8393 14040
8243 9784 4757
8243 5769 13257
8244 8030 5497
8244 8503 13098
8244 831 11314
8244 1146 16548
8245 9877 19618
8245 4535 14371
8245 1666 3663
8245 4070 7199
8246 3028 1585
8246 2304 3728
8246 3138 5900
8246 5779 12792
8247 5695 6633
8247 504 15068
8247 7102 9111
8247 2899 8755
8248 9555 12295
8248 233 4279
8248 1141 4756
8248 6763 20331
8249 3627 7734
8249 9565 1962
8249 6935 6611
8249 4887 11319
8250 2407 5064
8250 9183 19223
8250 4165 17495
8250 1066 15877
8251 4783 5358
8251 9823 2258
8251 8570 13154
8251 444 10133
8252 9940 11997
8252 5564 17864
8252 8617 9705
8252 88 19023
8253 7947 6667
8253 4963 20173
8253 2169 14883
8253 9239 15601
8254 192 13141
8254 3814 7350
8254 2061 8443
8254 5298 18922
8255 6114 7089
8255 8466 12413
8255 2113 5249
8255 7800 15724
8256 3330 5933
8256 2534 7993
8256 4000 11118
8256 5241 8238
8257 1112 19635
8257 1511 13459
8257 4310 11794
8257 5915 3823
8258 2150 8735
8258 5664 5282
8258 128 18393
8258 1880 11682
8259 2425 10655
8259 4319 10054
8259 9694 4280
8259 5112 5126
8260 2626 9315
8260 7571 1829
8260 1424 2855
8260 8694 2851
8261 4091 20001
8261 8220 18343
8261 2438 17623
8261 9233 8094
8262 3227 5836
8262 4644 5303
8262 6043 11305
8262 2144 10185
8263 8024 5009
8263 1914 10605
8263 2075 7424
8263 3905 5678
8264 9887 7468
8264 6546 3422
8264 3436 16532
8264 8524 5293
8265 9106 3551
8265 3322 14155
8265 9193 8462
8265 1699 9243
8266 6320 8109
8266 4670 6708
8266 1838 14404
8266 943 4470
8267 3076 14822
8267 2375 13155
8267 6601 9755
8267 2012 6982
8268 2028 10357
