directed weighted
739 108 5
100 721 7
89 457 17
949 510 5
19 307 45
879 643 8
442 221 2
977 855 1
117 647 21
231 575 24
358 505 3
341 115 3
164 48 29
56 73 32
871 869 4
747 649 1
672 472 16
387 855 5
275 435 1
533 793 11
545 536 17
736 995 4
916 654 4
529 574 10
501 692 4
396 980 10
536 17 26
147 91 5
928 932 2
243 267 25
604 150 17
753 808 5
960 699 10
441 421 3
983 99 8
981 29 35
121 901 14
975 389 12
686 102 6
582 505 4
359 86 23
817 752 8
936 885 4
420 738 3
553 297 9
776 14 29
430 839 5
391 563 16
533 440 1
60 299 20
840 477 9
692 872 10
431 534 2
110 669 7
627 36 13
994 781 7
819 945 11
679 964 8
948 176 0
76 108 5
871 199 35
380 428 14
381 922 2
867 807 7
447 470 6
370 250 11
774 870 17
667 629 7
531 313 4
436 608 3
19 226 38
581 409 6
14 499 29
696 948 5
995 497 40
811 232 15
431 547 7
736 167 67
67 638 4
809 76 7
104 1006 13
753 830 9
41 622 10
763 104 4
638 489 19
404 539 1
225 113 14
222 696 10
277 501 -1
922 820 9
619 770 7
369 102 4
832 252 16
797 566 17
611 490 13
749 494 10
331 647 18
243 567 1
370 959 3
424 490 10
732 280 9
709 594 3
825 916 10
340 3 43
615 275 3
612 132 2
585 598 17
335 248 3
695 443 9
562 570 15
865 299 1
475 133 10
849 190 2
200 280 10
834 502 1
591 285 9
903 23 9
636 734 0
371 944 3
13 539 12
819 311 9
361 841 5
937 266 13
769 983 9
437 975 10
538 646 14
1003 688 1
723 817 10
869 278 7
795 570 15
629 281 2
1 271 72
439 308 17
352 489 27
863 902 19
637 801 6
712 662 15
611 226 5
505 156 9
647 872 18
979 749 12
561 266 2
728 222 3
472 117 15
690 894 13
92 167 63
345 753 11
686 917 13
327 303 6
1002 655 16
784 713 34
252 686 20
541 617 17
554 268 12
500 145 0
937 902 20
73 823 13
824 631 7
139 554 4
274 595 20
745 489 27
165 513 8
43 904 6
115 585 9
365 556 12
503 171 9
995 91 10
489 404 25
185 64 3
860 248 8
740 446 6
920 396 13
945 764 10
881 243 5
341 911 10
691 334 12
513 636 3
462 141 5
235 305 2
297 920 9
756 225 11
33 429 40
216 958 2
286 208 22
441 846 10
984 895 8
509 368 11
372 324 11
194 173 7
91 907 18
520 426 3
846 386 14
911 299 2
942 740 10
335 647 14
58 359 26
83 697 9
489 125 22
282 25 9
993 596 14
129 5 12
102 846 6
703 685 4
782 619 4
449 323 11
761 266 4
804 423 19
681 235 9
698 666 9
8 983 15
363 518 18
700 750 8
556 682 12
252 838 27
746 66 2
425 666 7
170 188 2
503 374 17
83 163 6
102 161 4
756 51 8
385 755 1
830 143 12
865 499 15
637 665 9
605 440 7
76 78 11
382 232 23
929 364 6
687 198 13
503 226 2
328 348 7
155 907 15
478 686 1
89 605 16
236 47 6
675 404 0
787 913 7
224 264 6
183 773 14
57 462 21
349 81 8
654 109 9
720 822 10
210 996 6
930 294 11
205 593 4
587 170 11
736 16 8
291 723 7
947 744 20
860 286 9
144 668 3
806 33 45
128 502 8
602 545 8
455 768 10
890 627 10
142 767 20
60 974 19
557 733 14
560 958 2
18 55 47
883 829 4
139 329 4
143 331 9
751 91 5
6 437 31
611 506 11
619 137 21
364 214 9
994 458 4
177 778 4
520 282 5
390 376 11
557 232 15
683 962 8
185 15 34
16 267 33
849 742 3
684 762 5
75 628 12
21 363 25
285 419 1
686 32 6
764 69 12
837 350 9
958 447 7
652 991 9
558 282 9
938 371 5
245 7 46
337 166 2
706 579 10
203 990 10
80 310 6
357 933 9
853 63 11
430 41 11
62 288 9
869 302 23
71 558 19
454 649 3
706 642 10
971 672 10
395 15 35
966 652 16
746 496 10
674 979 14
285 559 5
770 321 9
327 87 4
688 439 9
800 216 4
47 142 19
516 319 11
30 15 38
330 455 12
99 882 1
660 894 5
953 655 13
164 795 14
923 812 26
882 632 7
467 918 12
976 958 8
625 623 5
349 480 3
265 262 14
44 640 22
777 201 29
461 157 8
650 991 4
406 687 16
736 122 8
125 268 6
437 952 12
315 487 6
784 792 2
696 98 27
825 627 9
647 698 20
956 57 23
474 727 6
189 288 10
957 916 10
136 253 6
389 504 9
253 924 9
301 214 8
311 158 12
651 826 7
768 285 9
735 231 14
397 181 4
871 861 4
149 67 4
841 337 9
935 442 7
901 512 39
467 617 21
662 81 16
384 566 10
195 482 5
260 346 16
868 537 13
690 151 14
68 77 37
739 769 16
737 622 20
436 649 8
202 550 7
614 852 4
708 649 5
778 851 1
306 848 12
916 423 24
717 312 10
927 395 3
379 24 9
926 326 7
392 604 3
202 826 12
908 951 8
907 982 16
43 240 9
699 216 12
278 817 4
950 249 2
452 257 41
394 1005 29
926 925 1
515 830 11
684 142 18
891 757 2
114 939 5
233 876 8
86 433 27
799 849 9
180 145 5
999 94 4
35 926 41
103 723 8
537 106 6
111 847 5
667 591 14
685 104 9
82 12 68
684 94 2
389 321 7
362 951 8
48 832 23
145 371 1
724 602 7
902 8 25
10 327 22
120 918 10
472 874 12
244 169 10
669 262 10
876 313 12
336 218 9
347 417 9
476 935 7
1000 611 13
982 206 10
30 527 11
11 958 72
945 96 7
13 579 18
657 550 3
300 577 6
805 765 8
588 404 16
267 337 35
501 303 10
584 15 35
314 434 25
116 40 23
952 320 6
340 222 0
452 797 6
155 75 3
385 874 10
168 801 11
174 460 7
230 348 4
322 357 6
796 239 11
202 889 5
483 530 13
719 775 4
700 466 7
629 174 12
563 111 12
663 807 24
514 950 18
373 522 5
550 999 10
508 444 11
947 350 9
100 516 19
323 86 19
556 98 27
12 378 63
714 968 14
641 104 3
479 661 10
142 833 17
815 206 7
94 482 6
553 549 7
400 433 11
695 396 8
197 318 10
221 872 8
965 613 3
970 944 9
181 289 10
575 520 8
464 11 69
279 614 15
114 168 19
887 735 23
405 657 14
276 978 12
394 216 39
975 369 11
631 722 12
129 377 42
796 554 8
686 212 41
478 797 5
736 858 7
340 740 7
990 896 3
579 908 7
943 164 10
268 20 60
107 534 19
700 940 14
163 877 8
21 736 21
737 733 26
845 25 14
846 223 2
3 939 45
23 808 8
644 445 6
936 502 6
514 39 23
744 838 28
481 426 11
324 737 18
716 555 1
890 783 9
669 968 8
746 745 10
690 811 15
331 663 27
784 977 7
878 993 3
69 677 13
818 551 3
68 253 5
556 653 10
788 144 3
14 106 28
546 738 5
522 275 6
743 785 7
546 908 11
133 358 3
12 503 62
776 779 10
516 629 15
69 813 23
969 4 23
128 187 6
288 719 6
528 847 4
86 27 32
611 481 7
361 651 4
40 177 17
91 231 14
845 24 8
523 687 2
414 333 7
354 775 7
702 262 17
991 223 11
3 547 46
904 562 23
406 877 7
947 803 3
782 550 10
781 539 1
227 21 27
484 962 14
540 874 12
473 978 3
400 840 13
4 100 29
194 687 7
866 231 16
441 81 4
168 3 41
225 565 16
811 271 16
665 920 12
376 307 2
795 204 22
571 601 8
115 402 8
838 969 24
230 462 11
221 67 4
785 623 9
738 168 19
148 511 27
81 974 7
920 969 8
857 574 22
597 772 12
698 963 6
521 932 2
371 24 7
959 29 29
668 293 5
5 453 7
734 96 6
367 81 4
523 863 5
844 310 15
199 138 27
573 646 26
324 158 6
464 960 8
333 881 11
514 320 12
46 922 1
261 82 10
277 922 10
936 20 59
775 41 6
32 989 3
942 175 10
216 170 11
369 180 2
887 304 20
933 886 10
225 928 12
568 513 17
754 543 3
38 675 16
633 223 8
798 76 4
269 229 18
137 206 22
565 210 5
64 769 17
210 558 12
651 450 13
218 464 1
799 424 8
951 91 7
400 518 18
602 513 7
55 421 25
128 275 9
472 483 19
765 979 5
87 753 4
114 589 1
186 408 10
18 439 49
37 188 11
701 221 8
694 342 3
492 374 13
772 350 18
213 664 10
836 617 20
966 69 8
181 409 7
441 691 6
694 882 9
127 811 16
770 16 14
341 166 5
32 707 3
988 204 16
58 126 25
779 993 9
274 255 29
388 755 6
58 904 16
934 957 5
20 484 61
965 871 10
728 861 6
283 899 6
756 533 0
997 646 12
357 560 9
57 486 29
802 426 3
32 931 9
981 260 11
909 293 8
1000 409 8
789 389 6
577 395 6
416 352 14
275 126 4
961 724 2
472 73 13
772 405 19
519 533 3
685 139 12
383 663 26
385 330 3
439 692 3
589 475 3
712 114 13
19 861 46
957 513 3
879 753 4
999 731 2
635 189 1
818 408 6
233 626 0
435 511 27
528 421 3
562 406 20
727 858 11
154 184 4
993 467 12
889 30 4
642 874 14
574 754 11
59 696 3
638 616 13
438 219 9
307 624 5
884 653 7
575 316 16
744 932 24
520 85 21
874 208 24
999 125 10
234 36 7
567 621 28
473 245 15
633 146 11
911 360 3
539 11 72
78 444 15
667 936 11
19 680 41
880 862 23
231 323 16
223 60 16
617 869 12
728 161 9
35 566 43
765 208 21
699 802 8
289 351 11
368 753 3
973 1001 9
307 36 15
471 156 19
563 573 25
419 979 9
300 555 5
284 163 8
806 12 58
2 248 67
885 32 3
429 439 7
401 421 6
359 382 6
678 61 16
186 24 5
717 347 15
340 501 4
183 234 15
17 682 23
728 313 6
828 507 31
896 503 7
4 257 50
128 680 2
561 983 7
692 548 13
766 188 4
192 727 2
146 501 6
860 919 5
160 646 15
476 740 13
975 956 10
289 941 6
887 78 26
146 585 11
696 967 15
283 787 6
570 55 22
978 226 7
299 214 11
807 88 3
71 48 27
933 696 6
365 975 12
182 898 9
384 1 72
62 393 9
560 75 5
808 604 4
888 518 15
24 76 12
798 578 -1
229 679 17
742 152 68
890 253 4
649 906 18
298 859 9
966 708 13
864 962 9
407 981 61
645 343 4
377 664 47
240 265 11
749 920 15
781 718 -1
736 327 6
117 335 8
288 551 4
708 686 9
579 859 2
721 195 2
225 798 7
943 953 6
267 699 29
811 62 11
681 248 4
269 263 21
938 449 5
312 558 14
686 440 1
137 573 18
998 114 9
465 830 5
56 284 33
453 261 7
221 560 6
335 985 7
885 311 8
747 588 15
732 823 6
456 798 6
764 973 1
901 902 20
786 803 10
719 790 13
975 676 4
591 654 8
372 615 6
757 598 11
780 927 7
254 876 9
519 713 31
366 771 6
647 352 20
900 218 11
981 612 2
555 313 6
691 918 5
928 146 10
365 657 9
468 731 0
915 590 5
118 525 10
562 880 13
747 74 8
861 903 7
691 109 12
909 615 3
18 885 46
791 248 11
881 180 8
26 167 63
432 754 2
140 149 5
39 932 27
932 739 2
553 142 11
551 252 22
419 750 9
153 194 14
577 964 4
611 34 32
181 869 5
833 363 8
305 360 3
255 150 14
777 760 22
462 258 3
788 763 10
417 466 3
572 842 22
297 134 7
275 509 1
4 216 26
478 109 10
324 397 7
188 326 0
995 416 6
118 883 7
295 689 11
540 6 32
534 800 11
341 846 10
520 248 2
284 505 9
906 694 20
950 324 7
740 730 7
297 98 25
109 988 8
200 706 4
235 618 38
210 54 14
252 270 17
962 552 6
109 574 10
739 761 -1
816 770 10
335 307 5
252 848 23
961 133 0
448 155 4
883 300 2
629 64 4
634 14 31
343 14 34
6 558 38
318 53 9
343 28 59
58 761 19
645 934 3
605 595 1
558 289 10
341 312 5
494 675 1
279 886 20
558 380 9
330 193 6
695 114 5
457 535 11
593 439 3
923 708 3
561 791 8
704 569 13
656 246 2
615 752 12
371 262 15
140 336 6
617 532 12
78 64 14
55 640 19
839 554 7
749 69 6
823 207 10
85 992 25
825 692 8
929 696 12
625 49 7
288 353 2
676 893 6
225 400 11
395 526 3
986 56 29
564 474 5
229 47 15
364 240 13
998 422 32
301 227 11
336 580 14
790 891 8
613 587 5
483 452 9
259 440 8
816 557 8
278 228 2
102 512 41
242 903 22
830 711 2
637 971 2
27 864 35
85 877 18
1006 488 9
6 315 36
378 757 8
421 680 2
210 413 18
799 158 2
237 51 15
617 606 13
816 374 13
168 188 18
529 202 4
114 743 10
450 298 11
264 818 7
547 572 13
562 719 18
290 38 13
310 12 58
807 184 2
277 566 13
467 557 15
322 172 9
530 658 5
528 899 9
777 766 29
955 229 11
562 42 42
603 173 8
256 781 10
607 14 26
776 45 26
546 225 7
363 97 7
246 285 4
340 270 5
37 119 9
971 944 5
70 325 6
886 680 3
644 584 13
58 252 21
757 838 29
869 45 30
224 831 8
979 32 7
93 367 10
768 711 3
357 108 10
766 941 7
704 814 16
491 316 16
470 213 12
683 288 2
666 698 7
791 810 5
902 828 33
7 158 48
316 885 19
818 104 9
199 62 29
868 185 5
172 899 1
322 526 1
728 859 3
869 932 11
988 802 5
950 126 1
867 784 10
706 512 38
165 535 2
812 482 27
624 889 13
694 232 21
939 742 6
318 898 11
281 819 6
238 156 18
323 651 4
64 761 3
866 736 8
249 225 6
861 18 46
537 200 7
916 350 4
154 847 4
150 877 17
549 603 5
891 602 4
625 332 4
95 593 4
527 645 17
113 765 4
314 35 42
18 20 62
530 278 4
188 18 40
830 140 3
374 26 47
254 626 0
597 181 6
798 857 22
535 935 3
250 130 8
695 636 2
428 883 10
709 992 7
276 532 3
936 459 0
478 846 6
527 433 9
160 696 6
148 938 7
917 762 8
674 573 24
417 942 3
632 506 19
460 162 5
592 25 6
215 463 9
672 250 8
989 881 1
721 331 2
609 261 9
889 730 1
174 119 5
233 974 9
973 989 2
886 405 9
908 135 7
705 575 3
804 549 8
69 843 13
715 598 1
126 165 2
226 270 7
162 822 6
195 354 7
922 645 7
269 195 15
492 31 12
221 776 7
784 455 4
723 714 0
433 261 9
823 920 13
383 525 9
60 264 17
644 135 2
74 485 7
612 779 6
927 857 23
706 776 10
999 740 9
820 559 12
979 139 3
160 915 5
532 321 8
196 896 10
826 725 11
994 769 14
817 795 10
361 514 20
81 935 13
478 1000 8
693 136 10
956 674 6
916 648 11
175 507 3
103 93 9
296 283 3
497 2 66
17 514 28
344 269 15
552 366 6
721 606 7
457 574 5
674 154 11
102 745 10
290 216 5
987 936 2
674 512 45
750 753 1
140 403 12
579 487 -2
806 992 1
151 764 19
445 314 9
18 500 44
892 657 11
895 570 7
439 952 5
921 205 9
820 504 4
312 619 3
115 734 7
569 248 12
211 498 3
305 306 11
533 379 8
484 470 8
862 847 15
174 590 4
970 220 0
252 552 23
958 1004 6
858 991 11
585 216 11
656 768 10
181 261 11
177 257 45
474 119 9
806 764 5
803 903 5
258 372 6
948 772 15
728 655 14
981 926 10
806 342 5
453 827 16
442 336 4
249 391 5
803 154 6
622 462 4
144 474 0
947 427 5
898 358 5
755 402 9
491 195 9
692 415 1
810 144 11
723 495 6
591 673 8
882 111 2
186 256 16
280 508 11
511 408 24
778 1000 10
530 388 10
211 618 43
36 146 8
366 127 0
880 45 32
979 968 6
392 896 8
505 422 31
412 866 5
698 597 5
214 606 12
661 473 8
142 503 12
385 265 10
294 291 4
411 566 12
25 428 11
649 143 2
872 5 10
25 856 6
57 249 23
550 276 1
133 913 8
115 205 11
928 65 4
565 78 14
870 376 5
228 790 2
442 749 7
818 165 9
23 224 4
327 405 12
767 536 23
882 275 5
833 711 11
858 335 3
268 387 2
998 421 8
307 329 2
890 398 5
326 977 11
696 996 0
857 93 20
109 568 17
932 484 11
148 768 7
337 184 4
75 121 10
183 890 16
20 283 64
464 285 10
496 244 4
281 83 12
413 614 22
980 502 9
79 257 42
629 996 9
817 610 -1
839 757 7
8 276 17
108 376 7
533 899 8
110 463 4
40 161 17
704 806 10
652 619 8
537 156 11
411 368 11
632 633 11
519 306 10
228 708 4
357 730 4
781 888 7
351 437 12
202 573 27
120 950 4
851 211 2
787 300 1
737 37 24
622 519 3
983 166 1
77 920 32
543 458 3
317 326 6
411 494 11
612 504 4
320 348 12
235 70 10
346 583 5
583 628 5
647 833 18
908 63 6
862 274 26
543 958 8
189 494 8
174 573 26
257 865 47
643 131 5
765 239 11
674 34 39
701 629 8
734 309 10
440 707 8
24 811 18
771 576 7
363 871 4
980 580 5
136 576 6
787 715 3
567 544 0
447 31 7
853 438 1
778 365 0
212 1 71
81 220 8
878 628 5
301 565 13
706 623 8
773 190 0
85 943 23
298 711 1
756 812 22
739 977 5
466 46 4
868 95 2
165 258 7
329 786 -1
824 713 31
315 908 7
718 801 3
427 98 18
93 793 2
962 368 9
3 217 39
820 609 16
841 566 14
209 975 10
850 901 15
126 214 5
160 608 10
707 634 10
314 772 19
890 184 2
813 16 22
647 220 15
396 393 9
161 439 4
119 54 4
628 176 10
354 837 10
669 120 5
540 482 6
932 174 11
781 460 11
751 3 44
520 311 9
939 468 10
735 731 9
731 994 10
178 904 12
541 418 3
851 773 0
594 638 12
748 474 5
241 28 64
938 606 12
80 673 9
792 506 11
183 619 13
38 909 9
991 676 7
942 221 1
871 863 12
430 749 7
606 847 5
926 60 16
528 880 1
190 161 13
649 637 10
345 935 4
520 44 23
567 475 5
917 211 9
945 419 3
566 248 10
100 321 12
399 63 8
850 444 8
472 367 13
381 689 6
321 794 3
941 56 29
283 917 13
437 825 6
163 814 14
869 712 8
21 623 29
11 144 77
81 740 12
520 951 10
280 287 66
453 960 11
568 851 9
275 251 10
215 462 7
309 493 19
1 990 65
787 276 3
18 188 47
755 426 8
57 891 23
503 681 5
380 186 7
39 379 27
766 542 6
260 839 14
239 534 12
541 39 22
266 121 15
957 558 10
30 432 5
7 531 53
413 515 18
870 251 15
234 430 6
719 226 7
783 891 1
580 850 15
310 37 11
196 797 10
995 894 12
838 273 43
866 474 4
442 785 9
295 165 5
408 11 70
827 775 3
742 848 7
530 212 36
255 369 6
44 765 23
346 701 7
130 367 10
687 144 5
232 487 14
7 500 47
832 499 14
614 898 9
480 587 1
40 688 22
426 956 2
456 909 10
475 136 8
478 928 8
501 858 9
702 523 5
484 1000 13
207 963 12
977 146 11
109 415 3
111 922 3
778 943 6
840 418 4
638 354 11
816 855 7
718 154 9
910 327 4
624 838 33
572 152 77
549 168 13
2 541 65
283 803 11
941 168 19
18 797 45
726 437 11
613 776 3
998 572 11
900 719 3
528 365 0
182 822 2
242 569 20
208 17 23
629 42 37
212 799 38
232 226 21
592 654 5
886 780 1
133 682 7
260 787 16
414 518 11
919 643 8
426 955 2
978 795 7
145 576 3
679 392 9
741 716 6
861 879 8
785 301 6
181 278 7
829 688 3
41 535 7
481 616 5
291 918 9
492 522 16
809 92 49
201 215 13
686 119 2
775 75 13
810 872 5
744 400 15
408 726 8
66 470 8
714 508 3
112 521 19
326 935 4
444 806 2
253 219 11
967 136 8
839 109 3
397 7 53
178 817 12
183 530 17
491 214 10
740 518 10
117 865 6
84 984 10
227 652 5
261 435 8
427 581 4
444 345 5
371 203 0
846 843 10
288 606 12
681 874 9
258 627 10
116 946 18
747 95 2
660 500 9
801 398 6
819 300 12
566 873 14
845 559 11
157 272 21
609 515 8
426 864 7
310 782 8
812 34 36
393 370 7
365 927 6
653 881 4
212 152 72
642 1005 13
138 601 7
19 563 39
146 583 4
289 679 6
157 25 13
572 345 4
143 4 24
286 761 6
507 220 10
402 94 1
69 824 12
216 929 8
391 447 10
445 172 8
993 871 6
879 876 9
287 894 65
995 329 5
340 763 11
852 655 9
962 374 12
744 426 19
812 241 22
605 925 1
302 194 26
754 46 7
887 444 19
248 833 8
935 726 7
266 426 11
240 936 2
262 307 18
35 126 40
541 114 5
154 472 19
578 183 16
501 461 4
115 622 5
401 409 12
768 450 10
321 195 10
507 233 7
342 357 6
476 174 11
642 408 11
313 568 19
363 890 5
227 634 8
198 790 6
861 949 7
308 693 26
445 852 5
899 522 4
686 543 2
740 687 9
69 238 10
116 325 10
88 789 2
341 985 10
702 213 7
820 961 6
375 626 4
638 412 8
613 50 24
446 455 9
827 270 5
261 97 8
553 525 9
245 653 15
391 125 8
795 454 12
186 425 3
338 692 0
644 861 8
958 969 1
881 854 11
409 655 13
294 257 50
802 575 5
637 939 11
939 847 11
320 826 3
782 992 10
616 533 2
346 801 4
659 652 3
841 946 18
671 867 8
845 196 10
672 319 8
712 91 7
374 355 19
816 687 5
298 163 8
231 91 23
175 466 2
582 932 10
713 539 32
611 628 9
416 501 6
394 929 35
305 248 6
283 698 2
54 793 8
483 145 8
97 394 38
874 575 11
645 141 7
958 783 10
228 191 7
908 935 4
988 579 3
351 465 0
87 559 14
47 159 2
439 790 8
877 114 4
528 991 12
724 810 2
41 642 8
664 825 15
25 892 9
858 42 38
533 269 18
444 82 6
805 250 6
185 621 30
766 989 0
469 327 2
247 214 6
635 528 6
918 41 4
768 736 6
947 158 1
589 547 3
673 899 0
436 925 2
135 265 2
86 896 25
42 992 35
187 412 6
178 749 13
809 629 13
291 152 68
590 670 9
892 715 5
50 466 21
527 248 8
50 455 24
359 91 8
262 935 17
562 237 19
455 408 3
352 151 15
87 294 2
530 230 11
310 406 10
578 376 2
121 415 12
162 979 5
176 362 9
309 540 8
445 220 5
5 317 6
115 595 6
901 231 14
183 116 16
99 972 11
447 904 11
617 820 11
27 750 39
895 659 5
238 754 11
602 448 1
359 336 8
941 226 3
739 343 8
846 678 4
464 494 8
658 416 9
273 343 46
804 953 2
475 562 17
357 950 11
207 616 8
244 834 1
382 126 11
582 1005 4
834 172 8
572 875 5
215 839 4
172 554 5
146 125 2
56 17 31
739 823 10
592 378 5
114 934 2
274 926 22
850 1000 12
215 309 4
786 214 4
851 305 9
77 5 38
789 713 29
95 547 9
499 6 35
613 383 3
81 356 8
15 394 43
775 484 14
680 806 9
539 374 11
786 12 67
355 556 11
990 578 3
152 506 68
956 543 10
464 532 7
364 100 13
662 936 8
671 702 6
6 274 33
827 862 15
869 864 8
568 928 11
993 942 1
191 11 68
229 301 9
32 214 13
479 446 7
126 768 10
458 921 11
598 311 4
305 227 12
46 219 14
870 468 9
926 31 0
626 126 10
767 93 14
932 214 6
81 686 12
20 337 58
655 746 12
581 985 2
450 53 14
614 11 67
10 1000 18
602 371 7
130 380 8
768 641 8
720 194 14
388 795 8
840 39 27
607 739 8
286 315 2
664 213 10
70 779 4
759 458 4
468 326 7
645 842 20
762 758 18
753 172 4
600 720 9
881 942 5
751 235 7
90 969 2
754 574 3
3 496 43
301 735 13
688 348 4
764 748 0
8 799 17
664 961 10
856 610 3
810 694 3
88 898 10
802 397 10
401 35 42
545 16 18
801 151 16
350 387 5
894 367 3
427 462 10
390 698 6
881 174 12
686 204 23
330 504 7
601 974 9
395 128 5
706 443 6
480 868 8
787 761 10
205 470 7
343 810 10
729 514 17
629 427 0
510 582 10
701 731 10
892 755 15
769 825 13
614 407 66
236 118 13
601 186 9
646 61 21
1005 614 12
150 92 50
760 362 15
747 218 4
896 402 9
377 399 40
898 478 1
398 1000 3
936 893 6
209 899 0
99 909 6
234 204 17
888 80 8
933 680 8
908 25 11
189 138 6
588 821 19
223 782 6
528 1 66
946 730 15
428 526 2
922 334 6
722 734 2
645 1000 8
234 180 9
956 883 8
782 707 8
73 495 19
909 978 6
873 597 13
421 472 14
311 159 7
998 7 54
913 505 9
807 867 9
577 763 5
295 268 3
679 35 45
652 528 2
908 92 47
815 693 11
805 601 8
137 115 26
666 262 19
523 620 3
791 394 35
692 741 16
656 670 3
268 131 11
768 625 4
521 519 4
208 480 28
514 107 17
60 337 26
301 135 5
557 331 14
571 526 2
50 844 22
681 774 23
867 79 5
460 293 7
754 188 10
732 811 18
152 44 76
437 369 3
492 117 15
358 337 2
989 172 7
294 449 8
435 429 7
236 573 20
254 800 6
636 841 3
210 74 8
974 879 6
613 548 11
352 563 17
229 411 17
365 204 19
33 744 42
960 904 2
13 902 20
697 98 26
3 243 46
388 835 8
723 796 3
879 10 17
174 648 12
246 953 9
222 515 7
749 548 15
557 390 16
210 909 8
284 683 3
983 597 13
644 121 6
250 784 3
780 379 2
218 674 5
625 337 3
85 30 16
148 978 6
37 406 10
381 956 8
14 256 34
485 787 10
197 260 12
306 282 6
882 258 7
972 320 11
717 409 15
505 800 9
192 408 4
909 174 12
893 12 67
223 845 10
703 1002 7
428 8 14
593 373 3
649 760 10
400 337 13
609 285 9
311 582 11
187 527 16
1003 101 9
38 544 11
431 934 2
707 269 20
281 586 5
335 324 1
360 888 8
706 69 13
143 593 4
107 937 14
386 910 20
289 813 25
329 273 38
272 971 17
966 400 9
916 897 12
969 920 12
178 832 4
579 279 24
173 752 14
120 553 6
886 458 10
583 359 6
841 868 5
891 595 7
829 686 2
73 112 13
449 64 1
598 643 3
711 954 10
819 940 3
681 665 9
332 461 5
56 586 30
805 722 9
212 629 40
35 88 36
116 655 18
97 431 7
262 140 18
924 141 8
562 790 14
651 756 7
873 1002 4
235 639 2
229 446 10
218 975 7
308 298 19
160 428 5
227 85 22
601 391 4
35 582 42
230 181 6
161 86 22
35 791 41
711 110 8
595 6 39
474 813 17
115 6 39
177 800 10
398 116 16
938 670 10
716 460 2
932 380 9
574 30 4
123 825 9
306 498 14
649 804 7
648 555 3
761 400 6
76 415 12
87 716 12
569 384 3
612 618 42
729 405 8
143 261 6
422 391 36
318 20 62
688 360 7
70 665 4
92 498 44
906 1004 16
412 828 27
383 748 3
926 751 3
722 54 11
880 312 10
794 210 2
436 386 18
740 737 19
430 943 11
402 496 4
605 724 7
511 431 20
132 816 8
668 190 1
4 41 25
532 784 9
704 834 0
61 932 16
536 106 15
336 341 8
152 24 77
350 952 8
917 33 47
585 770 8
520 285 7
132 62 12
676 853 7
702 53 1
863 383 1
940 681 10
184 782 2
255 149 2
146 94 5
400 333 7
93 298 4
330 687 2
820 683 9
612 600 8
285 735 14
562 788 23
456 863 6
515 332 2
856 828 32
576 89 10
131 849 3
962 173 2
686 982 6
966 761 8
273 936 46
685 431 10
162 534 12
318 899 8
910 836 4
298 593 2
659 780 8
65 805 13
238 437 7
32 848 9
523 755 4
688 412 4
348 607 7
487 892 14
559 975 9
328 894 4
765 138 10
475 296 4
487 702 3
929 709 8
170 840 9
717 823 11
213 353 4
688 678 8
996 58 19
1002 158 2
872 699 8
567 894 3
990 704 8
301 748 7
533 778 4
163 685 4
3 715 40
233 604 4
549 479 1
245 492 13
571 505 7
676 774 14
901 487 4
740 36 9
623 446 2
147 200 12
353 65 10
43 913 4
945 291 10
128 130 9
115 872 3
904 875 4
316 338 16
610 939 11
587 76 7
572 816 1
825 802 4
792 525 3
341 33 41
222 378 7
896 752 14
898 352 10
788 84 11
451 393 7
399 207 9
503 448 7
681 808 9
698 479 8
699 353 9
702 344 11
261 866 5
856 989 0
336 450 15
266 801 12
12 427 61
831 912 19
589 889 9
314 413 20
173 521 3
879 909 3
475 355 8
155 65 14
429 13 16
570 130 3
451 206 3
190 599 4
978 654 11
504 91 4
861 780 6
493 374 14
937 874 15
316 90 19
451 607 1
354 552 5
403 666 8
84 994 18
391 293 10
15 264 44
882 37 2
280 150 12
154 923 8
529 230 2
371 1002 4
720 96 9
455 707 7
548 519 10
408 297 9
543 158 2
326 975 4
848 586 6
519 236 3
718 535 11
924 969 7
182 851 4
264 597 9
980 838 31
348 668 14
789 536 15
78 965 15
858 491 13
987 708 8
475 41 6
505 953 5
779 606 10
330 409 3
803 161 8
834 141 9
961 154 3
125 165 12
239 456 9
257 480 47
219 188 6
279 824 18
751 652 10
742 512 46
708 552 12
789 381 5
501 30 8
336 643 8
615 993 9
968 156 14
514 632 20
141 899 6
575 449 3
415 786 3
75 815 8
386 544 14
406 654 7
666 777 30
942 183 11
176 933 5
196 179 7
768 997 6
673 784 8
346 989 2
122 530 9
260 633 21
197 502 13
317 736 5
901 237 12
838 61 32
433 879 7
596 311 7
754 23 11
586 854 12
692 907 10
430 2 72
448 610 10
165 380 15
948 489 21
451 373 5
446 584 7
28 941 61
337 716 7
532 293 8
536 646 18
999 312 8
204 461 23
780 706 7
164 560 11
539 1000 7
54 684 6
323 60 25
492 778 19
348 523 13
155 630 4
558 949 11
362 189 10
383 501 8
436 243 5
380 679 7
15 575 35
547 277 12
528 761 2
222 272 15
4 518 24
634 5 3
613 547 9
360 135 2
458 373 3
246 856 7
188 686 7
779 318 3
416 475 6
20 30 68
705 32 12
310 253 13
519 984 12
695 102 10
169 821 11
635 73 15
474 885 10
183 37 13
435 823 7
102 104 6
918 277 5
3 536 45
110 551 7
892 84 12
72 273 45
